Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-04-04,dolnośląskie,Lubański,0210,0.00,0.16,31.73,2023-04-01,5.39,0.31,0.24,0.34,0.37,0.29,0.29,0.31,0.37,0.31,0.18,0.13,0.24,0.24,0.21,0.16
2023-04-04,dolnośląskie,Lubiński,0211,0.00,0.20,43.68,2023-04-01,10.59,0.51,0.51,0.57,0.51,0.53,0.53,0.55,0.54,0.46,0.43,0.36,0.30,0.27,0.25,0.20
2023-04-04,dolnośląskie,Lwówecki,0212,0.00,0.22,39.35,2023-04-01,4.56,0.28,0.25,0.31,0.25,0.34,0.34,0.34,0.47,0.44,0.34,0.41,0.28,0.28,0.28,0.22
2023-04-04,dolnośląskie,Milicki,0213,0.00,0.85,35.45,2023-04-01,3.68,0.42,0.54,0.54,0.42,0.81,0.81,0.81,1.74,1.90,1.90,2.01,1.59,1.59,1.59,0.85
2023-04-04,dolnośląskie,Oleśnicki,0214,0.00,0.12,52.70,2023-04-01,10.73,0.23,0.16,0.19,0.17,0.15,0.13,0.13,0.20,0.21,0.16,0.15,0.15,0.16,0.16,0.12
2023-04-04,dolnośląskie,Oławski,0215,0.00,0.13,25.60,2023-04-01,4.36,0.24,0.26,0.19,0.17,0.19,0.17,0.17,0.20,0.22,0.24,0.20,0.15,0.17,0.17,0.13
2023-04-04,dolnośląskie,Polkowicki,0216,0.00,0.16,27.45,2023-04-01,6.30,0.29,0.43,0.41,0.43,0.45,0.45,0.45,0.43,0.32,0.27,0.25,0.20,0.20,0.23,0.16
2023-04-04,dolnośląskie,Strzeliński,0217,0.00,0.16,35.68,2023-04-01,4.32,0.46,0.39,0.56,0.62,0.72,0.72,0.72,0.49,0.56,0.43,0.36,0.16,0.20,0.20,0.16
2023-04-04,dolnośląskie,Średzki,0218,0.00,0.15,25.07,2023-04-01,5.55,0.28,0.31,0.33,0.39,0.46,0.46,0.44,0.51,0.44,0.39,0.31,0.28,0.28,0.28,0.15
2023-04-04,dolnośląskie,Świdnicki,0219,0.00,0.19,36.53,2023-04-01,15.60,0.49,0.48,0.48,0.40,0.35,0.35,0.35,0.35,0.32,0.26,0.27,0.23,0.22,0.22,0.19
2023-04-04,dolnośląskie,Trzebnicki,0220,0.00,0.30,32.65,2023-04-01,8.52,0.20,0.22,0.32,0.32,0.27,0.27,0.25,0.23,0.27,0.15,0.24,0.29,0.29,0.30,0.30
2023-04-04,dolnośląskie,Wałbrzyski,0221,0.00,0.28,24.37,2023-04-01,5.51,0.31,0.23,0.28,0.15,0.28,0.31,0.31,0.31,0.41,0.36,0.39,0.33,0.31,0.31,0.28
2023-04-04,dolnośląskie,Wołowski,0222,0.00,0.06,35.16,2023-04-01,4.66,0.24,0.24,0.27,0.24,0.18,0.18,0.18,0.15,0.12,0.06,0.09,0.06,0.06,0.06,0.06
2023-04-04,dolnośląskie,Wrocławski,0223,0.00,0.26,33.09,2023-04-01,15.63,0.88,0.80,0.67,0.67,0.74,0.71,0.70,0.68,0.64,0.54,0.44,0.35,0.35,0.34,0.26
2023-04-04,dolnośląskie,Ząbkowicki,0224,0.00,0.22,34.68,2023-04-01,6.41,0.53,0.51,0.64,0.62,0.62,0.62,0.64,0.71,0.69,0.49,0.47,0.33,0.33,0.31,0.22
2023-04-04,dolnośląskie,Zgorzelecki,0225,0.00,0.16,35.59,2023-04-01,8.84,0.34,0.34,0.35,0.32,0.31,0.32,0.32,0.29,0.21,0.19,0.16,0.15,0.13,0.13,0.16
2023-04-04,dolnośląskie,Złotoryjski,0226,0.00,0.26,37.43,2023-04-01,4.30,0.39,0.43,0.36,0.33,0.49,0.49,0.49,0.46,0.53,0.49,0.49,0.36,0.33,0.33,0.26
2023-04-04,dolnośląskie,Jelenia Góra,0261,0.00,0.34,54.42,2023-04-01,7.83,0.38,0.42,0.44,0.42,0.38,0.38,0.38,0.31,0.18,0.14,0.11,0.25,0.25,0.27,0.34
2023-04-04,dolnośląskie,Legnica,0262,0.00,0.19,43.81,2023-04-01,9.84,0.37,0.39,0.49,0.43,0.40,0.39,0.40,0.45,0.42,0.29,0.26,0.23,0.23,0.21,0.19
2023-04-04,dolnośląskie,Wrocław,0264,0.06,0.30,69.61,2023-04-01,64.19,0.51,0.46,0.48,0.46,0.57,0.56,0.55,0.55,0.55,0.49,0.48,0.35,0.34,0.34,0.30
2023-04-04,dolnośląskie,Wałbrzych,0265,0.09,0.12,55.48,2023-04-01,11.00,0.41,0.46,0.37,0.35,0.27,0.28,0.28,0.28,0.22,0.19,0.18,0.18,0.17,0.17,0.12
2023-04-04,kujawsko-pomorskie,Aleksandrowski,0401,0.36,0.05,45.76,2023-04-01,5.49,0.28,0.23,0.13,0.13,0.10,0.10,0.10,0.10,0.15,0.13,0.10,0.10,0.10,0.10,0.05
2023-04-04,kujawsko-pomorskie,Brodnicki,0402,0.00,0.22,32.83,2023-04-01,7.90,0.59,0.52,0.40,0.33,0.25,0.27,0.27,0.22,0.24,0.22,0.22,0.24,0.22,0.24,0.22
2023-04-04,kujawsko-pomorskie,Bydgoski,0403,0.08,0.25,28.31,2023-04-01,12.04,1.13,1.15,1.27,1.14,1.00,0.99,1.02,0.71,0.60,0.39,0.32,0.28,0.29,0.26,0.25
2023-04-04,kujawsko-pomorskie,Chełmiński,0404,0.00,0.16,37.11,2023-04-01,5.17,0.72,0.58,0.63,0.58,0.49,0.49,0.49,0.41,0.38,0.27,0.16,0.19,0.19,0.22,0.16
2023-04-04,kujawsko-pomorskie,Golubsko-Dobrzyński,0405,0.00,0.22,25.34,2023-04-01,4.49,1.71,1.68,1.30,1.43,1.33,1.33,1.33,1.17,1.02,0.89,0.41,0.32,0.32,0.35,0.22
2023-04-04,kujawsko-pomorskie,Grudziądzki,0406,0.00,0.68,21.38,2023-04-01,4.03,1.42,1.63,1.32,1.39,1.31,1.31,1.35,1.17,0.85,0.85,0.82,0.75,0.75,0.71,0.68
2023-04-04,kujawsko-pomorskie,Inowrocławski,0407,0.00,0.52,30.30,2023-04-01,15.85,1.69,1.52,1.35,1.12,1.20,1.20,1.18,1.02,0.90,0.76,0.67,0.55,0.55,0.56,0.52
2023-04-04,kujawsko-pomorskie,Lipnowski,0408,0.15,0.35,28.68,2023-04-01,6.55,0.72,0.68,0.63,0.50,0.41,0.41,0.41,0.46,0.37,0.30,0.35,0.30,0.30,0.28,0.35
2023-04-04,kujawsko-pomorskie,Mogileński,0409,0.00,0.09,37.27,2023-04-01,4.55,0.31,0.25,0.22,0.25,0.22,0.16,0.13,0.16,0.16,0.13,0.09,0.13,0.16,0.16,0.09
2023-04-04,kujawsko-pomorskie,Nakielski,0410,0.23,0.22,39.24,2023-04-01,8.61,1.26,1.09,1.01,0.85,0.61,0.61,0.61,0.53,0.43,0.41,0.36,0.27,0.25,0.27,0.22
2023-04-04,kujawsko-pomorskie,Radziejowski,0411,0.00,0.14,32.74,2023-04-01,4.00,0.75,0.68,0.57,0.50,0.50,0.53,0.53,0.46,0.43,0.32,0.25,0.21,0.18,0.14,0.14
2023-04-04,kujawsko-pomorskie,Rypiński,0412,0.00,0.36,33.16,2023-04-01,4.34,1.35,1.22,1.09,1.02,1.05,1.05,1.05,0.49,0.56,0.56,0.39,0.30,0.30,0.30,0.36
2023-04-04,kujawsko-pomorskie,Sępoleński,0413,0.00,0.10,36.95,2023-04-01,4.08,0.42,0.38,0.38,0.35,0.42,0.42,0.38,0.31,0.31,0.24,0.24,0.14,0.14,0.14,0.10
2023-04-04,kujawsko-pomorskie,Świecki,0414,0.00,0.43,35.50,2023-04-01,9.87,0.88,0.75,0.61,0.62,0.56,0.61,0.59,0.46,0.51,0.52,0.48,0.51,0.45,0.48,0.43
2023-04-04,kujawsko-pomorskie,Toruński,0415,0.00,0.22,20.30,2023-04-01,10.96,0.62,0.58,0.45,0.43,0.42,0.41,0.41,0.30,0.18,0.20,0.17,0.14,0.14,0.14,0.22
2023-04-04,kujawsko-pomorskie,Tucholski,0416,0.00,0.29,33.01,2023-04-01,4.83,0.53,0.44,0.35,0.29,0.32,0.32,0.32,0.21,0.26,0.26,0.24,0.27,0.27,0.27,0.29
2023-04-04,kujawsko-pomorskie,Wąbrzeski,0417,0.00,0.34,32.61,2023-04-01,3.40,1.26,1.17,1.26,1.01,0.96,0.96,1.00,0.80,0.71,0.54,0.50,0.42,0.42,0.38,0.34
2023-04-04,kujawsko-pomorskie,Włocławski,0418,0.23,0.53,25.17,2023-04-01,8.56,2.01,2.03,1.88,1.88,0.91,0.90,0.90,0.75,0.55,0.68,0.65,0.58,0.58,0.61,0.53
2023-04-04,kujawsko-pomorskie,Żniński,0419,0.00,0.49,24.39,2023-04-01,6.99,1.28,1.28,1.32,1.28,1.30,1.28,1.30,1.08,1.04,0.90,0.87,0.63,0.63,0.61,0.49
2023-04-04,kujawsko-pomorskie,Bydgoszcz,0461,0.06,0.32,63.77,2023-04-01,34.41,0.99,0.93,0.87,0.79,0.74,0.73,0.72,0.60,0.46,0.38,0.33,0.31,0.31,0.30,0.32
2023-04-04,kujawsko-pomorskie,Grudziądz,0462,0.21,0.52,50.12,2023-04-01,9.36,1.79,1.76,1.70,1.65,1.52,1.50,1.47,1.35,1.06,0.85,0.84,0.73,0.73,0.73,0.52
2023-04-04,kujawsko-pomorskie,Toruń,0463,0.20,0.28,61.52,2023-04-01,19.86,0.76,0.59,0.51,0.48,0.42,0.42,0.41,0.36,0.30,0.29,0.28,0.31,0.31,0.31,0.28
2023-04-04,kujawsko-pomorskie,Włocławek,0464,0.09,0.28,47.39,2023-04-01,10.86,0.77,0.69,0.58,0.55,0.55,0.54,0.54,0.56,0.42,0.45,0.47,0.43,0.43,0.43,0.28
2023-04-04,lubelskie,Bialski,0601,0.00,0.45,20.00,2023-04-01,11.00,0.80,0.82,0.80,0.74,0.66,0.66,0.67,0.66,0.63,0.59,0.52,0.57,0.56,0.54,0.45
2023-04-04,lubelskie,Biłgorajski,0602,0.00,0.50,21.39,2023-04-01,10.03,1.18,1.01,0.88,0.77,0.56,0.57,0.57,0.43,0.44,0.50,0.48,0.54,0.53,0.54,0.50
2023-04-04,lubelskie,Chełmski,0603,0.00,0.39,17.24,2023-04-01,7.75,0.46,0.48,0.40,0.31,0.33,0.29,0.33,0.55,0.59,0.63,0.64,0.59,0.59,0.55,0.39
2023-04-04,lubelskie,Hrubieszowski,0604,0.16,0.64,26.53,2023-04-01,6.20,0.69,0.69,0.62,0.71,0.59,0.50,0.50,0.55,0.62,0.66,0.64,0.64,0.66,0.71,0.64
2023-04-04,lubelskie,Janowski,0605,0.00,0.35,18.82,2023-04-01,4.51,0.53,0.53,0.41,0.44,0.38,0.38,0.38,0.47,0.53,0.50,0.41,0.50,0.50,0.47,0.35
2023-04-04,lubelskie,Krasnostawski,0606,0.16,0.18,27.31,2023-04-01,6.26,0.61,0.64,0.43,0.50,0.41,0.41,0.43,0.34,0.29,0.18,0.07,0.11,0.11,0.09,0.18
2023-04-04,lubelskie,Kraśnicki,0607,0.00,0.56,25.57,2023-04-01,9.45,0.81,0.80,0.74,0.80,0.69,0.74,0.72,0.83,0.93,0.89,0.78,0.77,0.77,0.77,0.56
2023-04-04,lubelskie,Lubartowski,0608,0.00,0.36,21.08,2023-04-01,8.79,0.71,0.68,0.78,0.78,0.70,0.71,0.73,0.68,0.65,0.50,0.50,0.50,0.49,0.47,0.36
2023-04-04,lubelskie,Lubelski,0609,0.06,0.44,19.41,2023-04-01,15.65,0.50,0.48,0.51,0.54,0.60,0.60,0.60,0.60,0.61,0.52,0.52,0.42,0.41,0.44,0.44
2023-04-04,lubelskie,Łęczyński,0610,0.17,0.40,21.98,2023-04-01,5.72,0.75,0.77,0.72,0.80,0.77,0.77,0.77,0.75,0.65,0.70,0.60,0.47,0.47,0.47,0.40
2023-04-04,lubelskie,Łukowski,0611,0.19,0.48,18.43,2023-04-01,10.62,0.66,0.56,0.59,0.66,0.63,0.50,0.52,0.51,0.59,0.54,0.46,0.47,0.47,0.48,0.48
2023-04-04,lubelskie,Opolski,0612,0.17,0.46,28.26,2023-04-01,5.87,1.04,1.14,1.09,0.85,0.66,0.66,0.63,0.36,0.17,0.19,0.39,0.41,0.41,0.41,0.46
2023-04-04,lubelskie,Parczewski,0613,0.00,0.25,26.49,2023-04-01,3.44,0.54,0.58,0.54,0.58,0.54,0.54,0.54,0.50,0.54,0.46,0.37,0.37,0.37,0.37,0.25
2023-04-04,lubelskie,Puławski,0614,0.00,0.76,34.66,2023-04-01,11.24,2.05,1.96,1.81,1.62,1.72,1.72,1.68,1.49,1.32,1.18,1.01,0.78,0.76,0.76,0.76
2023-04-04,lubelskie,Radzyński,0615,0.00,0.24,19.10,2023-04-01,5.83,0.75,0.56,0.61,0.51,0.51,0.49,0.51,0.41,0.53,0.44,0.39,0.32,0.32,0.32,0.24
2023-04-04,lubelskie,Rycki,0616,0.00,0.79,34.49,2023-04-01,5.55,1.07,1.28,1.36,1.23,1.25,1.28,1.28,1.18,0.97,1.00,1.05,0.84,0.82,0.82,0.79
2023-04-04,lubelskie,Świdnicki,0617,0.00,0.36,32.57,2023-04-01,7.14,0.60,0.70,0.64,0.60,0.76,0.76,0.76,0.64,0.50,0.52,0.46,0.30,0.30,0.30,0.36
2023-04-04,lubelskie,Tomaszowski,0618,0.37,0.28,23.85,2023-04-01,8.19,0.80,0.61,0.66,0.59,0.55,0.55,0.54,0.42,0.43,0.33,0.28,0.22,0.22,0.24,0.28
2023-04-04,lubelskie,Włodawski,0619,0.00,0.11,32.51,2023-04-01,3.80,0.86,0.79,0.82,0.60,0.52,0.52,0.49,0.56,0.41,0.26,0.30,0.26,0.26,0.26,0.11
2023-04-04,lubelskie,Zamojski,0620,0.00,0.67,16.84,2023-04-01,10.54,1.08,1.03,1.01,0.85,0.77,0.77,0.75,0.69,0.61,0.61,0.67,0.69,0.70,0.69,0.67
2023-04-04,lubelskie,Biała Podlaska,0661,0.35,1.42,43.37,2023-04-01,5.69,0.82,0.72,0.70,0.67,0.67,0.67,0.67,0.75,0.67,0.62,0.47,1.02,1.02,1.02,1.42
2023-04-04,lubelskie,Chełm,0662,0.00,0.21,43.78,2023-04-01,6.11,0.51,0.42,0.30,0.28,0.32,0.35,0.32,0.32,0.32,0.30,0.30,0.23,0.21,0.21,0.21
2023-04-04,lubelskie,Lublin,0663,0.03,0.39,51.50,2023-04-01,33.86,1.08,1.04,0.89,0.81,0.76,0.77,0.76,0.67,0.58,0.56,0.55,0.48,0.45,0.45,0.39
2023-04-04,lubelskie,Zamość,0664,0.00,0.29,51.49,2023-04-01,6.28,1.04,0.90,0.79,0.77,0.65,0.65,0.68,0.52,0.50,0.41,0.34,0.32,0.32,0.29,0.29
2023-04-04,lubuskie,Gorzowski,0801,0.00,0.16,18.43,2023-04-01,7.23,0.30,0.38,0.34,0.30,0.32,0.32,0.32,0.32,0.30,0.28,0.26,0.22,0.22,0.22,0.16
2023-04-04,lubuskie,Krośnieński,0802,0.18,0.11,35.57,2023-04-01,5.46,0.39,0.42,0.39,0.37,0.31,0.31,0.31,0.29,0.26,0.21,0.16,0.13,0.13,0.13,0.11
2023-04-04,lubuskie,Międzyrzecki,0803,0.18,0.12,42.14,2023-04-01,5.71,0.45,0.42,0.37,0.25,0.32,0.30,0.32,0.37,0.35,0.30,0.30,0.25,0.25,0.20,0.12
2023-04-04,lubuskie,Nowosolski,0804,0.00,0.37,44.30,2023-04-01,8.57,0.65,0.53,0.52,0.50,0.45,0.47,0.47,0.37,0.38,0.35,0.38,0.40,0.38,0.37,0.37
2023-04-04,lubuskie,Słubicki,0805,0.00,0.40,35.53,2023-04-01,4.69,0.89,0.82,0.82,0.76,0.70,0.70,0.73,0.64,0.55,0.49,0.49,0.40,0.40,0.40,0.40
2023-04-04,lubuskie,Strzelecko-Drezdenecki,0806,0.00,0.29,36.59,2023-04-01,4.86,0.96,0.88,1.02,0.99,0.85,0.79,0.79,0.82,0.67,0.53,0.44,0.32,0.32,0.32,0.29
2023-04-04,lubuskie,Sulęciński,0807,0.00,0.16,38.86,2023-04-01,3.50,0.16,0.12,0.08,0.16,0.16,0.16,0.12,0.16,0.16,0.20,0.12,0.20,0.20,0.20,0.16
2023-04-04,lubuskie,Świebodziński,0808,0.00,0.08,36.45,2023-04-01,5.55,0.93,0.64,0.57,0.41,0.39,0.28,0.28,0.10,0.10,0.08,0.05,0.08,0.10,0.10,0.08
2023-04-04,lubuskie,Zielonogórski,0809,0.00,0.26,36.80,2023-04-01,7.57,0.45,0.38,0.41,0.49,0.47,0.43,0.42,0.28,0.24,0.21,0.19,0.19,0.19,0.19,0.26
2023-04-04,lubuskie,Żagański,0810,0.13,0.15,41.36,2023-04-01,7.81,0.33,0.20,0.24,0.20,0.22,0.22,0.22,0.20,0.22,0.18,0.14,0.16,0.16,0.18,0.15
2023-04-04,lubuskie,Żarski,0811,0.00,0.30,40.92,2023-04-01,9.54,0.42,0.39,0.37,0.31,0.31,0.31,0.30,0.28,0.24,0.22,0.22,0.18,0.21,0.21,0.30
2023-04-04,lubuskie,Wschowski,0812,0.00,0.07,28.58,2023-04-01,3.86,0.37,0.33,0.29,0.22,0.18,0.18,0.18,0.04,0.04,0.04,0.04,0.07,0.07,0.07,0.07
2023-04-04,lubuskie,Gorzów Wielkopolski,0861,0.24,0.21,56.29,2023-04-01,12.26,0.81,0.70,0.67,0.61,0.61,0.60,0.58,0.53,0.52,0.44,0.35,0.29,0.29,0.29,0.21
2023-04-04,lubuskie,Zielona Góra,0862,0.07,0.19,52.06,2023-04-01,14.09,0.56,0.50,0.48,0.49,0.49,0.45,0.43,0.46,0.37,0.35,0.31,0.29,0.29,0.27,0.19
2023-04-04,łódzkie,Bełchatowski,1001,0.00,0.12,28.28,2023-04-01,11.24,0.47,0.48,0.44,0.45,0.42,0.37,0.38,0.42,0.41,0.34,0.28,0.20,0.22,0.18,0.12
2023-04-04,łódzkie,Kutnowski,1002,0.21,0.27,38.40,2023-04-01,9.55,0.65,0.59,0.52,0.53,0.43,0.43,0.42,0.28,0.22,0.22,0.22,0.22,0.22,0.22,0.27
2023-04-04,łódzkie,Łaski,1003,0.00,0.49,26.72,2023-04-01,4.97,0.23,0.26,0.26,0.23,0.29,0.29,0.29,0.23,0.26,0.23,0.37,0.46,0.46,0.46,0.49
2023-04-04,łódzkie,Łęczycki,1004,0.00,0.11,36.77,2023-04-01,4.93,0.58,0.55,0.64,0.55,0.40,0.40,0.40,0.35,0.26,0.17,0.11,0.11,0.09,0.11,0.11
2023-04-04,łódzkie,Łowicki,1005,0.00,0.19,35.07,2023-04-01,7.76,0.57,0.51,0.53,0.26,0.29,0.28,0.28,0.22,0.18,0.17,0.17,0.13,0.15,0.17,0.19
2023-04-04,łódzkie,Łódzki Wschodni,1006,0.00,0.10,32.41,2023-04-01,7.26,0.47,0.41,0.41,0.41,0.39,0.39,0.41,0.26,0.24,0.18,0.14,0.12,0.12,0.08,0.10
2023-04-04,łódzkie,Opoczyński,1007,0.00,0.13,26.18,2023-04-01,7.55,0.11,0.11,0.15,0.26,0.32,0.30,0.28,0.24,0.24,0.24,0.13,0.11,0.11,0.11,0.13
2023-04-04,łódzkie,Pabianicki,1008,0.08,0.53,47.38,2023-04-01,11.89,1.18,1.07,0.98,1.06,0.89,0.89,0.90,0.72,0.66,0.63,0.63,0.62,0.61,0.60,0.53
2023-04-04,łódzkie,Pajęczański,1009,0.00,0.23,20.85,2023-04-01,5.10,0.48,0.64,0.67,0.59,0.56,0.59,0.56,0.48,0.31,0.34,0.25,0.25,0.23,0.23,0.23
2023-04-04,łódzkie,Piotrkowski,1010,0.00,0.28,19.42,2023-04-01,9.12,0.64,0.55,0.55,0.53,0.63,0.63,0.64,0.63,0.64,0.58,0.49,0.41,0.41,0.39,0.28
2023-04-04,łódzkie,Poddębicki,1011,0.00,0.31,32.27,2023-04-01,4.09,0.52,0.49,0.56,0.42,0.31,0.31,0.28,0.21,0.17,0.21,0.28,0.31,0.31,0.31,0.31
2023-04-04,łódzkie,Radomszczański,1012,0.36,0.43,31.71,2023-04-01,11.17,0.49,0.47,0.48,0.46,0.44,0.43,0.42,0.41,0.34,0.29,0.50,0.46,0.46,0.47,0.43
2023-04-04,łódzkie,Rawski,1013,0.21,0.32,22.44,2023-04-01,4.84,0.41,0.44,0.44,0.41,0.35,0.38,0.35,0.24,0.30,0.30,0.27,0.27,0.24,0.24,0.32
2023-04-04,łódzkie,Sieradzki,1014,0.00,0.26,31.33,2023-04-01,11.69,0.66,0.56,0.56,0.57,0.48,0.46,0.46,0.28,0.22,0.26,0.22,0.20,0.22,0.22,0.26
2023-04-04,łódzkie,Skierniewicki,1015,0.26,0.22,14.50,2023-04-01,3.82,0.64,0.45,0.52,0.52,0.45,0.45,0.52,0.45,0.45,0.37,0.26,0.22,0.22,0.15,0.22
2023-04-04,łódzkie,Tomaszowski,1016,0.35,0.27,31.70,2023-04-01,11.57,0.54,0.54,0.64,0.69,0.57,0.57,0.64,0.54,0.54,0.39,0.32,0.34,0.32,0.25,0.27
2023-04-04,łódzkie,Wieluński,1017,0.00,0.19,36.28,2023-04-01,7.57,0.60,0.53,0.47,0.38,0.43,0.41,0.39,0.30,0.24,0.24,0.24,0.13,0.15,0.15,0.19
2023-04-04,łódzkie,Wieruszowski,1018,0.00,0.37,30.29,2023-04-01,4.20,0.75,0.82,0.85,0.75,0.61,0.58,0.54,0.58,0.48,0.37,0.41,0.37,0.41,0.41,0.37
2023-04-04,łódzkie,Zduńskowolski,1019,0.00,0.17,33.72,2023-04-01,6.61,0.97,0.88,0.56,0.39,0.32,0.32,0.32,0.41,0.34,0.32,0.28,0.26,0.26,0.26,0.17
2023-04-04,łódzkie,Zgierski,1020,0.00,0.27,37.03,2023-04-01,16.59,0.53,0.51,0.45,0.39,0.41,0.40,0.39,0.28,0.25,0.24,0.21,0.18,0.20,0.19,0.27
2023-04-04,łódzkie,Brzeziński,1021,0.00,0.18,33.85,2023-04-01,3.06,0.42,0.23,0.28,0.42,0.37,0.37,0.37,0.32,0.32,0.23,0.09,0.09,0.09,0.09,0.18
2023-04-04,łódzkie,Łódź,1061,0.00,0.29,57.72,2023-04-01,67.22,0.86,0.82,0.77,0.72,0.66,0.64,0.63,0.54,0.48,0.42,0.36,0.33,0.34,0.34,0.29
2023-04-04,łódzkie,Piotrków Trybunalski,1062,0.00,0.59,53.41,2023-04-01,7.23,1.24,0.94,0.81,1.12,1.35,1.35,1.37,1.22,1.35,1.33,0.90,0.61,0.59,0.57,0.59
2023-04-04,łódzkie,Skierniewice,1063,0.00,0.54,57.00,2023-04-01,4.77,0.96,0.87,0.75,0.77,0.86,0.83,0.83,0.71,0.65,0.59,0.57,0.54,0.54,0.54,0.54
2023-04-04,małopolskie,Bocheński,1201,0.09,0.45,29.65,2023-04-01,10.69,0.93,0.95,0.77,0.71,0.68,0.67,0.67,0.56,0.52,0.53,0.47,0.44,0.44,0.45,0.45
2023-04-04,małopolskie,Brzeski,1202,0.00,0.20,23.84,2023-04-01,9.30,0.64,0.60,0.49,0.38,0.38,0.38,0.38,0.37,0.29,0.31,0.31,0.21,0.21,0.21,0.20
2023-04-04,małopolskie,Chrzanowski,1203,0.00,0.40,39.42,2023-04-01,12.37,0.55,0.57,0.55,0.61,0.58,0.60,0.60,0.58,0.63,0.55,0.45,0.48,0.47,0.47,0.40
2023-04-04,małopolskie,Dąbrowski,1204,0.00,0.29,20.75,2023-04-01,5.90,0.65,0.56,0.58,0.63,0.48,0.46,0.46,0.34,0.39,0.39,0.34,0.27,0.27,0.24,0.29
2023-04-04,małopolskie,Gorlicki,1205,0.00,0.35,24.02,2023-04-01,10.85,0.96,1.01,1.05,1.08,1.01,0.99,0.97,0.76,0.58,0.46,0.42,0.42,0.41,0.41,0.35
2023-04-04,małopolskie,Krakowski,1206,0.07,0.21,24.83,2023-04-01,28.14,0.54,0.50,0.48,0.39,0.32,0.30,0.31,0.25,0.25,0.25,0.22,0.22,0.24,0.23,0.21
2023-04-04,małopolskie,Limanowski,1207,0.00,0.18,19.62,2023-04-01,13.21,0.59,0.52,0.54,0.51,0.52,0.50,0.50,0.48,0.43,0.34,0.28,0.23,0.23,0.22,0.18
2023-04-04,małopolskie,Miechowski,1208,0.00,0.27,32.57,2023-04-01,4.85,0.79,0.73,0.76,0.70,0.47,0.50,0.50,0.50,0.53,0.47,0.41,0.44,0.41,0.41,0.27
2023-04-04,małopolskie,Myślenicki,1209,0.00,0.12,25.20,2023-04-01,12.80,0.41,0.38,0.31,0.28,0.27,0.27,0.27,0.26,0.23,0.22,0.22,0.17,0.17,0.17,0.12
2023-04-04,małopolskie,Nowosądecki,1210,0.00,0.11,17.35,2023-04-01,21.71,0.40,0.34,0.28,0.28,0.24,0.24,0.24,0.21,0.19,0.17,0.14,0.14,0.14,0.14,0.11
2023-04-04,małopolskie,Nowotarski,1211,0.05,0.10,19.73,2023-04-01,19.16,0.27,0.28,0.29,0.29,0.28,0.28,0.28,0.26,0.22,0.18,0.15,0.14,0.14,0.13,0.10
